,total_loss,stdloss1,stdloss2
0,6.478459649353027,0.2469217462515831,12.659655050354004
1,6.376204348144531,0.14238762040138245,12.699320492706299
2,6.358821751098633,0.12451653181552887,12.701537867431641
3,6.3496777003479,0.11510919601678848,12.702600289764405
4,6.343894530944824,0.10914938677072525,12.703262883605957
5,6.339967989807129,0.10505470039129257,12.703725616607667
6,6.337094353790283,0.10207716549873352,12.704073643798829
7,6.334913569030761,0.0998036282134056,12.70433357070923
8,6.333198014678955,0.09800882003307343,12.704540992736817
9,6.331818121490478,0.09657463200330735,12.704710430755615
10,6.330701027984619,0.09541254181146622,12.704846722717285
11,6.329781150512695,0.09445076605439186,12.704961661071778
12,6.329008775787353,0.09363983540534973,12.705058856658935
13,6.328325707092286,0.09293410753011704,12.705138908996583
14,6.327756654052735,0.09233483046770095,12.705210373687745
15,6.327266814880371,0.09182282871484757,12.705272668457031
16,6.326835351409912,0.0913753683924675,12.705327421569825
17,6.326467419891357,0.09098954738855362,12.705374133911134
18,6.326131387176513,0.0906411246919632,12.70541499206543
19,6.325836838989257,0.0903327360856533,12.705452619781495
