Unnamed: 0,total_loss,stdloss1,stdloss2
0,4.733918480682373,0.4547601258349418,10.42237364593506
1,4.384822057037353,0.3405307576775551,10.28533736831665
2,4.2738596369171145,0.3678670132851601,10.181056400146485
3,4.213553277664184,0.3827609756708145,10.123224894866944
4,4.150618382339477,0.4005786105537414,10.071634352416991
5,4.096321799545288,0.4155748652219772,10.031566269836423
6,4.042872118988037,0.4210674993181229,10.00711564315796
7,4.01179911819458,0.4307419514274597,9.982093717041016
8,3.983696496429444,0.4427460170316696,9.953939828491212
9,3.960490172042847,0.4464495275783539,9.940107223587036
10,3.9344118491745,0.4547435437726974,9.92169618637085
11,3.913524714050293,0.4583037376403808,9.91265975151062
12,3.896835956497192,0.4603642869567871,9.904354083328249
13,3.883759454803467,0.4658698426818847,9.893833911132813
14,3.86439545463562,0.4696328006458282,9.885024049224851
15,3.855506314620972,0.4686787574362754,9.882249289855958
16,3.846972922363282,0.4716267381620407,9.87761547607422
17,3.844406263656616,0.4748616998004913,9.871194006195068
18,3.820188150405884,0.478273807220459,9.864251210784913
19,3.810541220855713,0.4837680889892578,9.855585520477296
20,3.791083474960327,0.4901936919212341,9.84576313545227
21,3.779861084976196,0.4981121664524078,9.833082234420775
22,3.774430708465576,0.4973354507875442,9.83263881614685
23,3.7667662406921383,0.5002345644760132,9.82798051109314
24,3.740773358840942,0.5043602303051948,9.8201261088562
25,3.74354301448822,0.5129778352737426,9.810346503219604
26,3.7216936503601072,0.5148604006147385,9.80488037361145
27,3.712454302940369,0.518626134505272,9.799398411636352
28,3.69711558670044,0.5211547529935837,9.793988105621338
29,3.699463515930176,0.5263122234725952,9.786666995315551
30,3.684968698425293,0.5253912691497803,9.786125440979005
31,3.682180797042847,0.5291883875751495,9.780567600708007
32,3.674564096069336,0.5308709419250488,9.776436736984254
33,3.666053531951904,0.5283441439723968,9.778461669769287
34,3.665041235961914,0.5339136789035797,9.772003141326904
35,3.651930766830444,0.5365517501926422,9.767821638793944
36,3.6411523148727416,0.5377717029571534,9.766023432159423
37,3.6351842628860473,0.5406352871418,9.763121676635745
38,3.628651429214477,0.5466748038578033,9.75604660461426
39,3.631501474685669,0.5440090866613388,9.758221825637817
40,3.6260232160186767,0.5519604809999465,9.749131403045654
41,3.6123350156402583,0.5518781206607819,9.748636314849854
42,3.615301124649048,0.5555196062707901,9.743960547561644
43,3.60623066986084,0.5568826348972321,9.74289179512024
44,3.5961832221221925,0.5608590427303314,9.737260133972168
45,3.594412492523193,0.5605022196578979,9.737835268249512
46,3.579656105880737,0.5633256663656234,9.733867307739258
47,3.580052331047058,0.5692165116548539,9.72637602493286
48,3.5840382968902587,0.5694326428127289,9.72665999900818
49,3.5729878241348265,0.5702812716722488,9.725334094467163
50,3.563543012161255,0.5736009382486343,9.720907174224854
51,3.5508269372177126,0.5767658964395523,9.716663283615112
52,3.548316122283936,0.5787133098888397,9.71336875404358
53,3.549059616241455,0.5803863158321381,9.711545381469726
54,3.5383409048843384,0.5850833566284179,9.705805725708007
55,3.5350965153503418,0.5840954496169091,9.706461849517822
56,3.5276596537017824,0.5870466026592255,9.702964740600589
57,3.5233470417785644,0.5888655628871917,9.700482550964356
58,3.526816870193481,0.5879424770212174,9.701653071594238
59,3.522944934501648,0.5912319344425201,9.697193043289184
60,3.5123050714874267,0.5962172536849976,9.691463833007813
61,3.510415279083252,0.5937023258209229,9.693953847351072
62,3.512041300888061,0.596879775519371,9.690314393997191
63,3.5063495217132568,0.600192694568634,9.68576118347168
64,3.502731259841919,0.6033829534244537,9.682079594650268
65,3.495147065658569,0.5974752966594696,9.687872288742064
66,3.4943700914001465,0.6006324505519867,9.684110661697389
67,3.490040183868408,0.603272256731987,9.68110950706482
68,3.4883808560943605,0.6039000246620179,9.680065566711423
69,3.478326075706482,0.6068045733642579,9.676000834197998
70,3.4845015408325195,0.6069025733470916,9.676479376983645
71,3.4742639249420164,0.6083926397800445,9.674269370803833
72,3.4680740686416627,0.6080226070547103,9.674316852493286
73,3.4647397087860106,0.6124198144578934,9.66892339477539
74,3.4662946783447266,0.60992542927742,9.672009205245972
75,3.465382174682617,0.6106016087436676,9.67107473587036
76,3.463509597091675,0.6149640821170806,9.665666434631348
77,3.453287941207886,0.6123155851078034,9.668392072906494
78,3.4501932640838624,0.61599169028759,9.664290580444336
79,3.452869745178223,0.6161077226114273,9.663854634246826
80,3.4601715242004394,0.6161949529647827,9.66397298751831
81,3.4478227586364745,0.6157456770515441,9.663974515838625
82,3.4435781466674804,0.6162853571557999,9.663093421936034
83,3.449856318397522,0.6172239413070679,9.662405550003053
84,3.4386645380783083,0.617278827753067,9.661746065826415
85,3.439543730964661,0.6160261625289917,9.663061850891111
86,3.440955262756348,0.6185763842439651,9.66007366104126
87,3.4347463132476808,0.6219251299333572,9.65625331451416
88,3.429961286849976,0.6233447696495056,9.654271183013917
89,3.434399156265259,0.6224231788253785,9.655613334503174
90,3.432268511199952,0.6215454027938843,9.656316358947754
91,3.433483137550354,0.6238073798131942,9.653849589996335
92,3.4281752778244017,0.6202912371110916,9.6572224684906
93,3.4241524269866943,0.6256566221523285,9.65150890701294
94,3.4178133906936647,0.6254418626022339,9.651339475708008
95,3.4216530001831056,0.6250019791030884,9.652013646392822
96,3.4230485440826417,0.62694038377285,9.649840473175049
97,3.411703895797729,0.6280572431564331,9.648265276641846
98,3.425275754852295,0.6267599563503266,9.64977617614746
99,3.4166082223892213,0.6265826122951508,9.649779646606444
100,3.41220459274292,0.6269500576210022,9.649381222686769
101,3.4120954839324957,0.6289622847938537,9.647232291870116
102,3.4118434730911256,0.6270092099428177,9.649258772125243
103,3.41332452835083,0.6302451677179337,9.645541703033448
104,3.4116651399612428,0.6290103111553192,9.647025593338013
105,3.4124890381240847,0.6306894749355316,9.64514143295288
106,3.401034683647156,0.6296422082567215,9.645988137054443
107,3.4135024909210205,0.628224706439972,9.647585687408448
108,3.4119261098861693,0.6281617935609818,9.647550394744872
109,3.403734336242676,0.6296710281515121,9.645818203430176
110,3.4085281067276,0.6303541352462768,9.645235576782229
111,3.3983388829803465,0.6285248675346374,9.647073351593017
112,3.410521562728882,0.6281098363304138,9.647600066070556
113,3.406107549781799,0.6277716261005402,9.64796582824707
114,3.4073975841522217,0.6313552394866944,9.643887710876465
115,3.4057258699035646,0.627121414194107,9.648620992660522
116,3.4002033006286623,0.6275077699232101,9.648118533935548
117,3.4067013594818114,0.6271355655813217,9.648816081542968
118,3.411701742744446,0.6286131540393829,9.647267594070437
119,3.404562507286072,0.6299790877819061,9.645629419403075
