,total_loss,stdloss1,stdloss2
0,4.203145045089961,0.0014187190505206516,10.187380388389471
1,3.939663888605637,0.0015508508129364568,9.820422199018898
2,3.7187478025017136,0.0015353257605510008,9.41560495185011
3,3.563207106275426,0.0013372788153886157,9.137931700018509
4,3.4673795599052006,0.001190028105021557,8.971213507509407
5,3.3908800371257186,0.0011617741568437957,8.862764341772593
6,3.330102447382474,0.0011486199323027112,8.787648388092856
7,3.2883787529294453,0.0011775576176509656,8.742799805425163
8,3.2458665205447286,0.0012321439106125413,8.691736382036181
9,3.2101276928151186,0.001305470001365753,8.63157461564921
10,3.1549169357480027,0.0013595783514635275,8.571311425177893
11,3.117539989679284,0.0014233799100151258,8.518090529431223
12,3.066034502714723,0.0015533780873966546,8.468079917841635
13,3.008208969954635,0.00171976141622774,8.414551199290456
14,2.976049344054096,0.0017223329320381136,8.356352776526975
15,2.9326524462253953,0.0017708853100946423,8.315691476144407
16,2.907941700920536,0.0018139529347161714,8.280520831086912
17,2.8732395501837615,0.0018521689482404653,8.251737409746045
18,2.8445161226700284,0.0019214560454135035,8.223360626687484
19,2.80614758400623,0.0019885632360765538,8.194983002060841
20,2.776984261661255,0.0020755311058524273,8.170111974939605
21,2.754863071661658,0.0021071002419132128,8.152627955627723
22,2.7364279294737464,0.002164779105022785,8.13639997326498
23,2.716558529599458,0.0022133673634107407,8.118442808528746
24,2.6878158996118113,0.002272561502068222,8.099400217404199
25,2.679624785245281,0.002285226976055923,8.086626598690067
26,2.664397730184818,0.002349241579163583,8.079298755705583
27,2.6396787012362326,0.0024255508979920044,8.06599729244716
28,2.6265063337640076,0.0024664267042720754,8.050836072838411
29,2.62038923669952,0.0024451712737566284,8.042289067934162
30,2.5931244586807005,0.0025171493334528367,8.031730614135233
31,2.585292777647763,0.0025605448843702516,8.019655550421378
32,2.580227283004858,0.0025269718381133836,8.018732658427732
33,2.576682488507613,0.0025519566007639093,8.008502916971635
34,2.561626690713122,0.002592142740685427,8.00109544682272
35,2.5512052996991734,0.002603495581887178,7.993436216209634
36,2.5401966577975235,0.002616483907397463,7.988762644250899
37,2.5461850799233163,0.0026249140678020286,7.9898607568235605
38,2.5402193217735314,0.0026382306675161124,7.986101699757085
39,2.534845294087268,0.0026373047256520463,7.981847769492514
40,2.519958924745666,0.0026675871141757044,7.978983218754152
41,2.5212631427368044,0.0026849628978511835,7.975748556955591
42,2.5226495678442378,0.0026857481403753194,7.974778558961319
43,2.5227036987392535,0.0026922086205309493,7.972776268214496
44,2.5193982806514867,0.0026886115377540523,7.975341571191476
45,2.529431969976569,0.0026898233442828887,7.974021998556637
46,2.518081599905751,0.0026734118473681996,7.972270104148825
47,2.5125897893065052,0.002659337193238152,7.9747062678327785
48,2.5119563690988613,0.0027001857171711197,7.971810060261017
49,2.5204100382178813,0.002684846733256848,7.9725409018892
